EmailAddress,syntax,numOfMxRecords,checkTimestamp,smtpSummary,errorID,pec,role,reserved,disposable,free-provider
ato1.marche@pec.it,True,1,1505815940524,True,True,False,False,False,False
aato2.marche@legalmail.it,True,1,1505815942685,True,True,False,False,False,False
consigliodibacinolv@pec.it,True,1,1505815955333,True,True,False,False,False,False
ato3marche@legalmail.it,True,1,1505815957412,True,True,False,False,False,False
stoato1pa@pec.libero.it,True,1,1505815971722,True,False,False,False,False,False
info@pec.aato4.it,True,1,1505815980012,True,False,True,False,False,False
asucbedollo@pec.comune.bedollo.tn.it,True,1,1505815982224,True,True,False,False,False,False
protocollo@pec.ababo.it,True,1,1505815994524,True,False,False,False,False,False
accademiabelleartiba@pec.it,True,1,1505815996666,True,True,False,False,False,False
abacatania@pec.it,True,1,1505815998771,True,True,False,False,False,False
accademiabellearticarrara@pec.it,True,1,1505816000847,True,True,False,False,False,False
accademia@pec.abacatanzaro.it,True,1,1505816002984,True,False,False,False,False,False
abafi@pec.accademia.firenze.it,True,1,1505816005065,True,False,False,False,False,False
abafr@pec.accademiabellearti.fr.it,True,1,1505816012807,True,False,False,False,False,False
abafg@argopec.it,True,1,1505816014942,True,True,False,False,False,False
protocollo.accademiabellearti.laquila@ecert.it,True,1,1505816017825,True,True,False,False,False,False
abamc@pec.it,True,1,1505816019944,True,True,False,False,False,False
accademianapoli.protocollo@postecert.it,True,1,1505816022926,True,True,False,False,False,False
accademiadipalermo@pec.it,True,1,1505816034637,True,True,False,False,False,False
abaroma@pec.accademiabelleartiroma.it,True,1,1505816036786,True,False,False,False,False,False
accademiaurbino@pec.it,True,1,1505816039986,True,True,False,False,False,False
accademiavenezia@pec.accademiavenezia.it,True,1,1505816042225,True,False,False,False,False,False
accademiasironi@pec.it,True,1,1505816045492,True,True,False,False,False,False
accademiabelleartirc@postecert.it,True,1,1505816047571,True,True,False,False,False,False
asucbrusago@pec.comune.bedollo.tn.it,True,1,1505816056756,True,True,False,False,False,False
dgbacino@cert.regione.basilicata.it,True,1,1505816070104,True,True,False,False,False,False
amministrazione@pec.benidemanialiacquavella.it,True,1,1505816072492,True,False,False,False,False,False
autbacino@pec.regione.molise.it,True,1,1505816074631,True,True,False,False,False,False
adbarno@postacert.toscana.it,True,1,1505816082368,True,True,False,False,False,False
adbve.segreteria@legalmail.it,True,1,1505816084456,True,True,False,False,False,False
protocollo@pec.autoritalgv.it,True,1,1505816097835,True,False,False,False,False,False
autoritabacinotronto@emarche.it,True,4,1505816099971,False550,,,,,
bacinotevere@pec.abtevere.it,True,1,1505816105002,True,False,False,False,False,False
ebnr.tschengls@pec.rolmail.net,True,1,1505816107201,True,True,False,False,False,False
consorzio.laghi.ceresio@pec.it,True,1,1505816109380,True,True,False,False,False,False
protocollo@pec.autoritadibacino.va.it,True,1,1505816111597,True,False,False,False,False,False
autoritabacinolario@pec.regione.lombardia.it,True,1,1505816113769,True,True,False,False,False,False
adb.adige@legalmail.it,True,1,1505816115912,True,True,False,False,False,False
bacinoserchio@postacert.toscana.it,True,1,1505816128638,True,True,False,False,False,False
adbcampaniacentrale@legalmail.it,True,1,1505816131304,True,True,False,False,False,False
protocollo@pec.adbcampaniasud.it,True,1,1505816144092,True,False,False,False,False,False
progettazione.gllpp@pec.abbanoa.it,True,1,1505816157122,True,True,False,False,False,False
acquebresciane@cert.acquebresciane.it,True,1,1505816159209,True,False,False,False,False,False
ateneobergamospa@legalmail.it,True,1,1505816172431,True,True,False,False,False,False
sexten.sesto@legalmail.it,True,1,1505816184829,True,True,False,False,False,False
fraktion.graun@pec.rolmail.net,True,1,1505816198046,True,True,False,False,False,False
fraktion.matsch@pec.rolmail.net,True,1,1505816200427,True,True,False,False,False,False
ebnrnaturns@pec.rolmail.net,True,1,1505816202743,True,True,False,False,False,False
